employee_id,department_key,salary_key,tenure_bucket_key,performance_cluster_key,exit_archetype_key,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,workload_intensity_idx,is_overworked,is_underutilized,hours_per_project,eval_satisfaction_gap,is_unhappy_star,is_comfortable_underperformer,is_critical_tenure_window,stagnation_flag,risk_score_raw,low_exit_barrier_flag,satisfaction_x_evaluation,is_project_extreme,is_hours_ceiling,churn_probability,risk_band,is_flight_risk,is_high_performer,risk_quadrant,behavior_cluster,shap_main_driver_feature,shap_main_driver_value,shap_driver_direction,simulated_monthly_salary_eur,simulated_annual_salary_eur,simulated_replacement_cost_pct,simulated_replacement_cost_eur,simulated_retention_action_cost_eur
12429,9,2,2,4,2,0.37,0.45,2,126,3,0,1,0,0.3460829493087557,0,1,63.0,0.08,0,0,0,0,0.3558248847926267,0,0.1665,1,0,0.9756381511688232,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.047276496887207,Increases exit risk,3389.12,40669.45,0.95,38635.98,4880.33
12430,9,1,2,4,2,0.41,0.52,2,127,3,1,1,0,0.3476958525345622,0,1,63.5,0.11,0,0,0,0,0.3403087557603687,0,0.2132,1,0,0.9940401315689088,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.07791519165039,Increases exit risk,2391.67,28700.0,0.55,15785.0,3444.0
12431,9,1,3,3,3,0.89,0.65,5,195,6,0,1,0,0.6716589861751152,0,0,39.0,-0.24,0,0,1,1,0.5454976958525346,0,0.5785,0,0,0.4626989960670471,Moderate (25-50%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_x_evaluation,-0.9450172185897828,Reduces exit risk,2391.67,28700.0,0.55,15785.0,3444.0
12432,9,1,2,3,2,0.41,0.57,2,160,3,0,1,0,0.4009216589861751,0,0,80.0,0.1599999999999999,0,0,0,0,0.3562764976958525,0,0.2336999999999999,1,0,0.9940633177757264,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,is_project_extreme,2.099743366241455,Increases exit risk,2391.67,28700.0,0.55,15785.0,3444.0
12433,9,1,2,3,2,0.44,0.51,2,150,3,0,1,0,0.3847926267281106,0,0,75.0,0.07,0,0,0,0,0.3394377880184332,0,0.2244,1,0,0.9950031638145448,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,is_project_extreme,2.047685384750366,Increases exit risk,2391.67,28700.0,0.55,15785.0,3444.0
12434,9,1,3,3,3,0.87,0.84,4,264,6,0,1,0,0.7115207373271889,0,0,66.0,-0.03,0,0,1,1,0.5654562211981566,0,0.7308,0,0,0.989639163017273,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.6201024055480957,Increases exit risk,2391.67,28700.0,0.75,21525.0,3444.0
12435,9,1,3,2,1,0.1,0.84,6,309,4,0,1,0,0.926958525345622,1,0,51.5,0.74,1,0,1,1,0.9380875576036868,1,0.084,1,1,0.9998162388801576,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,4.124957084655762,Increases exit risk,2391.67,28700.0,0.75,21525.0,3444.0
12436,9,1,2,4,2,0.41,0.47,2,135,3,0,1,0,0.3605990783410138,0,1,67.5,0.06,0,0,0,0,0.3441797235023042,0,0.1926999999999999,1,0,0.9981803894042968,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.33260178565979,Increases exit risk,2391.67,28700.0,0.55,15785.0,3444.0
12437,9,1,3,2,1,0.11,0.85,6,261,4,0,1,0,0.8495391705069124,1,0,43.5,0.74,1,0,1,1,0.9108617511520738,1,0.0935,1,0,0.9985912442207336,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,4.79581880569458,Increases exit risk,2391.67,28700.0,0.75,21525.0,3444.0
12438,9,1,2,3,2,0.43,0.53,2,160,3,0,1,0,0.4009216589861751,0,0,80.0,0.1,0,0,0,0,0.3482764976958525,0,0.2279,1,0,0.995153784751892,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,is_project_extreme,1.9710872173309328,Increases exit risk,2391.67,28700.0,0.55,15785.0,3444.0
12439,9,1,3,3,3,0.77,0.9,4,237,5,0,1,0,0.6679723502304147,0,0,59.25,0.13,0,0,1,1,0.5923917050691244,1,0.6930000000000001,0,0,0.98651784658432,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.629361271858215,Increases exit risk,2391.67,28700.0,0.75,21525.0,3444.0
12440,10,1,2,4,2,0.41,0.52,2,136,3,0,1,0,0.3622119815668203,0,1,68.0,0.11,0,0,0,0,0.3446635944700461,0,0.2132,1,0,0.997862994670868,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.1683461666107178,Increases exit risk,3780.72,45368.64,0.55,24952.75,5444.24
12441,10,1,2,4,2,0.41,0.48,2,139,3,0,1,0,0.3670506912442396,0,1,69.5,0.07,0,0,0,0,0.3461152073732719,0,0.1967999999999999,1,0,0.9976803064346312,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.3198165893554688,Increases exit risk,3171.27,38055.24,0.55,20930.38,4566.63
12442,10,1,3,3,1,0.36,0.78,2,151,4,0,1,0,0.3864055299539171,0,0,75.5,0.42,0,0,1,1,0.6719216589861752,1,0.2808,1,0,0.8961210250854492,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,is_project_extreme,1.3128477334976196,Increases exit risk,3625.91,43510.95,0.75,32633.21,5221.31
12443,5,1,3,3,3,0.77,1.0,5,229,5,0,1,0,0.7264976958525347,0,0,45.8,0.2299999999999999,0,0,1,1,0.6099493087557604,1,0.77,0,0,0.9933816194534302,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.6033960580825806,Increases exit risk,6477.38,77728.57,0.75,58296.43,9327.43
12444,1,1,3,3,3,0.81,0.98,5,245,5,0,1,0,0.7523041474654377,0,0,49.0,0.1699999999999999,0,0,1,1,0.6016912442396313,1,0.7938000000000001,0,0,0.989372193813324,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.724053144454956,Increases exit risk,4630.12,55561.43,0.75,41671.07,6667.37
12445,1,1,2,4,2,0.39,0.54,2,127,3,0,1,0,0.3476958525345622,0,1,63.5,0.15,0,0,0,0,0.3483087557603687,0,0.2106,1,0,0.9970738887786864,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.0458133220672607,Increases exit risk,3956.87,47482.46,0.55,26115.35,5697.9
12446,1,1,3,2,1,0.09,0.94,6,283,5,0,1,0,0.8850230414746544,1,0,47.16666666666666,0.85,1,0,1,1,0.9295069124423964,1,0.0846,1,1,0.9986005425453186,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,4.78119707107544,Increases exit risk,4105.23,49262.8,0.75,36947.1,5911.54
12447,1,1,2,4,2,0.44,0.46,2,143,3,0,1,0,0.3735023041474654,0,1,71.5,0.02,0,0,0,0,0.3360506912442396,0,0.2024,1,0,0.9977819323539734,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.391708850860596,Increases exit risk,4106.39,49276.63,0.55,27102.15,5913.2
12448,1,1,3,5,1,0.1,0.84,5,298,4,0,1,0,0.8377880184331797,0,0,59.6,0.74,1,0,1,1,0.911336405529954,1,0.084,0,1,0.9996734857559204,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Unhappy Star,satisfaction_level,5.022282123565674,Increases exit risk,4415.2,52982.39,0.75,39736.79,6357.89
12449,7,1,2,3,2,0.36,0.48,2,159,3,0,1,0,0.3993087557603686,0,0,79.5,0.12,0,0,0,0,0.3757926267281106,0,0.1727999999999999,1,0,0.9884172081947328,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,is_project_extreme,2.058377265930176,Increases exit risk,3874.33,46491.92,0.55,25570.56,5579.03
12450,7,1,3,3,3,0.81,0.92,5,239,5,0,1,0,0.7426267281105992,0,0,47.8,0.1099999999999999,0,0,1,1,0.5987880184331797,1,0.7452000000000001,0,0,0.9942869544029236,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,time_spend_company,1.6309207677841189,Increases exit risk,3651.44,43817.29,0.75,32862.97,5258.07
12451,7,2,3,3,3,0.81,0.9,4,226,5,0,1,0,0.6502304147465438,0,0,56.5,0.0899999999999999,0,0,1,1,0.5710691244239632,0,0.7290000000000001,0,0,0.9827133417129515,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,time_spend_company,1.6365309953689575,Increases exit risk,5508.92,66106.99,1.15,76023.04,7932.84
12452,7,2,3,3,3,0.85,0.98,5,248,5,0,1,0,0.7571428571428571,0,0,49.6,0.13,0,0,1,1,0.5871428571428572,0,0.833,0,0,0.9955211877822876,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,time_spend_company,1.6853792667388916,Increases exit risk,5530.29,66363.46,1.15,76317.98,7963.62
12453,1,2,3,2,1,0.1,0.87,6,286,4,0,1,0,0.8898617511520737,1,0,47.66666666666666,0.77,1,0,1,1,0.9269585253456222,0,0.087,1,1,0.9985287189483644,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,4.756708145141602,Increases exit risk,6362.25,76346.95,1.15,87798.99,9161.63
12454,2,2,2,4,2,0.37,0.54,2,145,3,0,1,0,0.3767281105990783,0,1,72.5,0.17,0,0,0,0,0.3650184331797235,0,0.1998,1,0,0.9916778802871704,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.1463749408721924,Increases exit risk,6487.32,77847.8,0.95,73955.41,9341.74
12455,2,2,3,2,1,0.09,0.97,7,254,4,1,1,0,0.9096774193548388,1,0,36.285714285714285,0.88,1,0,1,1,0.9369032258064516,0,0.0872999999999999,1,0,0.9991884827613832,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,4.170762062072754,Increases exit risk,5565.88,66790.51,1.15,76809.09,8014.86
12456,2,2,2,4,2,0.44,0.53,2,127,3,0,1,0,0.3476958525345622,0,1,63.5,0.09,0,0,0,0,0.3283087557603686,0,0.2332,1,0,0.995539128780365,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.10622239112854,Increases exit risk,5457.19,65486.33,0.95,62212.01,7858.36
12457,2,2,3,3,3,0.86,0.93,5,223,5,0,1,0,0.7168202764976959,0,0,44.6,0.07,0,0,1,1,0.5710460829493088,0,0.7998000000000001,0,0,0.9760286211967468,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,time_spend_company,1.6247845888137815,Increases exit risk,5587.41,67048.91,1.15,77106.25,8045.87
12458,2,2,3,3,3,0.77,1.0,4,255,5,0,1,0,0.6970046082949308,0,0,63.75,0.2299999999999999,0,0,1,1,0.6011013824884792,0,0.77,0,0,0.9920794367790222,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.5696029663085938,Increases exit risk,6223.6,74683.26,1.15,85885.75,8961.99
12459,6,2,2,4,2,0.41,0.48,2,136,3,0,1,0,0.3622119815668203,0,1,68.0,0.07,0,0,0,0,0.3446635944700461,0,0.1967999999999999,1,0,0.9966775178909302,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.0676944255828857,Increases exit risk,4556.0,54672.05,0.95,51938.45,6560.65
12460,8,2,2,4,2,0.4,0.48,2,137,3,0,1,0,0.3638248847926267,0,1,68.5,0.0799999999999999,0,0,0,0,0.349147465437788,0,0.192,1,0,0.9974008798599244,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.2958877086639404,Increases exit risk,3823.07,45876.84,0.95,43583.0,5505.22
12461,3,2,2,4,2,0.43,0.49,2,135,3,0,1,0,0.3605990783410138,0,1,67.5,0.06,0,0,0,0,0.3361797235023042,0,0.2107,1,0,0.996761918067932,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.0671133995056152,Increases exit risk,4210.15,50521.78,0.95,47995.69,6062.61
12462,9,2,2,4,2,0.43,0.5,2,137,3,0,1,0,0.3638248847926267,0,1,68.5,0.07,0,0,0,0,0.337147465437788,0,0.215,1,0,0.9964277148246764,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.1805782318115234,Increases exit risk,3011.83,36142.02,0.95,34334.92,4337.04
12463,10,3,3,3,2,0.8,0.53,3,255,5,0,1,0,0.6255760368663594,0,0,85.0,-0.27,0,0,1,1,0.5676728110599079,0,0.424,0,0,0.8829948306083679,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,time_spend_company,1.2443901300430298,Increases exit risk,8578.98,102947.8,1.6,164716.48,12353.74
12464,5,1,3,3,3,0.8,0.85,4,273,5,0,1,0,0.726036866359447,0,0,68.25,0.0499999999999999,0,0,1,1,0.5978110599078341,1,0.68,0,0,0.9883188009262084,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,time_spend_company,1.6073678731918335,Increases exit risk,6812.92,81755.06,0.75,61316.3,9810.61
12465,6,2,3,3,3,0.82,0.98,5,234,5,0,1,0,0.7345622119815669,0,0,46.8,0.16,0,0,1,1,0.5923686635944702,0,0.8036,0,0,0.9893255233764648,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,time_spend_company,1.586805820465088,Increases exit risk,4879.45,58553.38,1.15,67336.39,7026.41
12466,6,2,2,3,2,0.37,0.54,2,152,3,0,1,0,0.3880184331797235,0,0,76.0,0.17,0,0,0,0,0.368405529953917,0,0.1998,1,0,0.9935057163238524,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,is_project_extreme,2.0633225440979004,Increases exit risk,4541.85,54502.21,0.95,51777.1,6540.27
12467,6,2,2,4,2,0.37,0.48,2,134,3,0,1,0,0.3589861751152073,0,1,67.0,0.1099999999999999,0,0,0,0,0.3596958525345622,0,0.1775999999999999,1,0,0.997041404247284,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.141021966934204,Increases exit risk,4385.1,52621.24,0.95,49990.18,6314.55
12468,8,2,3,2,1,0.09,0.95,6,292,4,0,1,0,0.8995391705069125,1,0,48.66666666666666,0.86,1,0,1,1,0.9338617511520738,0,0.0854999999999999,1,1,0.9998345375061036,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,3.9441940784454346,Increases exit risk,3778.1,45337.26,1.15,52137.85,5440.47
12469,8,1,3,3,3,0.9,0.92,5,245,5,0,1,0,0.7523041474654377,0,0,49.0,0.02,0,0,1,1,0.5656912442396314,0,0.8280000000000001,0,0,0.9957039952278136,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.5790367126464844,Increases exit risk,2966.34,35596.12,0.75,26697.09,4271.53
12470,8,1,2,3,2,0.41,0.52,2,159,3,0,1,0,0.3993087557603686,0,0,79.5,0.11,0,0,0,0,0.3557926267281106,0,0.2132,1,0,0.996094286441803,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,is_project_extreme,2.142098188400269,Increases exit risk,2859.42,34312.98,0.55,18872.14,4117.56
12471,8,1,3,2,1,0.1,0.85,6,260,4,0,1,0,0.847926267281106,1,0,43.333333333333336,0.75,1,0,1,1,0.914377880184332,1,0.085,1,0,0.9984086155891418,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,4.622335910797119,Increases exit risk,2716.2,32594.4,0.75,24445.8,3911.33
12472,8,1,2,4,2,0.44,0.53,2,149,3,0,1,0,0.3831797235023041,0,1,74.5,0.09,0,0,0,0,0.3389539170506913,0,0.2332,1,0,0.9972156286239624,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.0867176055908203,Increases exit risk,2947.44,35369.27,0.55,19453.1,4244.31
12473,8,1,3,3,3,0.89,0.85,5,266,5,0,1,0,0.7861751152073733,0,0,53.2,-0.04,0,0,1,1,0.579852534562212,1,0.7565,0,0,0.9861049056053162,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.4616763591766355,Increases exit risk,2844.86,34138.38,0.75,25603.78,4096.61
12474,8,1,2,4,2,0.42,0.56,2,149,3,0,1,0,0.3831797235023041,0,1,74.5,0.14,0,0,0,0,0.3469539170506913,0,0.2352,1,0,0.9972131848335266,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.0317535400390625,Increases exit risk,2875.14,34501.71,0.55,18975.94,4140.21
12475,8,1,3,3,3,0.87,1.0,5,242,5,0,1,0,0.7474654377880184,0,0,48.4,0.13,0,0,1,1,0.5762396313364055,1,0.87,0,0,0.997172713279724,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,time_spend_company,1.660279393196106,Increases exit risk,2891.76,34701.13,0.75,26025.85,4164.14
12476,8,1,2,4,2,0.45,0.57,2,134,3,0,1,0,0.3589861751152073,0,1,67.0,0.1199999999999999,0,0,0,0,0.3276958525345622,0,0.2565,1,0,0.9952511787414552,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.051690101623535,Increases exit risk,2718.23,32618.72,0.55,17940.3,3914.25
12477,8,1,3,5,1,0.11,0.87,5,271,4,0,1,0,0.7942396313364055,0,0,54.2,0.76,1,0,1,1,0.8942718894009217,1,0.0957,0,0,0.997898817062378,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Unhappy Star,satisfaction_level,5.306089401245117,Increases exit risk,2634.25,31611.0,0.75,23708.25,3793.32
12478,8,1,3,2,1,0.09,0.79,6,275,4,0,1,0,0.8721198156682027,1,0,45.833333333333336,0.7000000000000001,1,0,1,1,0.925635944700461,1,0.0711,1,0,0.9985241293907166,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,4.534862995147705,Increases exit risk,2769.95,33239.35,0.75,24929.51,3988.72
12479,8,1,3,3,3,0.76,0.83,5,227,5,0,1,0,0.7232718894009217,0,0,45.4,0.0699999999999999,0,0,1,1,0.6129815668202765,1,0.6308,0,0,0.962170422077179,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.4698052406311035,Increases exit risk,2984.82,35817.79,0.75,26863.34,4298.13
12480,8,1,3,2,1,0.11,0.96,7,277,5,0,1,0,0.9467741935483872,1,0,39.57142857142857,0.85,1,0,1,1,0.9400322580645162,1,0.1056,1,0,0.9997654557228088,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,4.512252330780029,Increases exit risk,2754.64,33055.7,0.75,24791.78,3966.68
12481,8,1,2,3,2,0.37,0.49,2,151,3,0,1,0,0.3864055299539171,0,0,75.5,0.12,0,0,0,0,0.3679216589861751,0,0.1813,1,0,0.9967034459114076,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,is_project_extreme,2.066800117492676,Increases exit risk,2819.92,33838.99,0.55,18611.44,4060.68
12482,8,1,3,2,1,0.1,0.79,6,274,4,0,1,0,0.8705069124423963,1,0,45.66666666666666,0.6900000000000001,1,0,1,1,0.921152073732719,1,0.079,1,0,0.9985679388046264,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,4.542142868041992,Increases exit risk,2612.81,31353.77,0.75,23515.33,3762.45
12483,8,1,3,3,3,0.77,0.87,4,242,6,0,1,0,0.6760368663594469,0,0,60.5,0.0999999999999999,0,0,1,1,0.5948110599078341,1,0.6699,0,0,0.9803321361541748,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.381336688995361,Increases exit risk,3023.36,36280.37,0.75,27210.28,4353.64
12484,8,1,2,4,2,0.42,0.54,2,143,3,1,1,0,0.3735023041474654,0,1,71.5,0.12,0,0,0,0,0.3440506912442396,0,0.2268,1,0,0.9930208325386048,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.031672716140747,Increases exit risk,2799.01,33588.16,0.55,18473.49,4030.58
12485,8,1,2,4,2,0.38,0.52,2,145,3,0,1,0,0.3767281105990783,0,1,72.5,0.14,0,0,0,0,0.3610184331797235,0,0.1976,1,0,0.9957618117332458,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.0054707527160645,Increases exit risk,2549.26,30591.17,0.55,16825.14,3670.94
12486,8,1,1,3,1,0.32,0.95,5,172,2,0,1,0,0.6345622119815668,0,0,34.4,0.6299999999999999,0,0,0,0,0.46236866359447,0,0.304,0,0,0.6802696585655212,High (50-75%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,eval_satisfaction_gap,0.8264663815498352,Increases exit risk,2664.21,31970.51,0.75,23977.88,3836.46
12487,3,1,2,4,2,0.38,0.49,2,135,3,0,1,0,0.3605990783410138,0,1,67.5,0.1099999999999999,0,0,0,0,0.3561797235023041,0,0.1862,1,0,0.9973254203796388,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,1.9987201690673828,Increases exit risk,3090.16,37081.97,0.55,20395.08,4449.84
12488,3,1,3,5,1,0.19,1.0,4,192,4,0,1,0,0.5953917050691244,0,0,48.0,0.81,1,0,1,1,0.8026175115207375,1,0.19,0,0,0.8537716865539551,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Unhappy Star,last_evaluation,1.634754300117493,Increases exit risk,2751.73,33020.75,0.75,24765.56,3962.49
12489,3,1,3,2,1,0.1,0.83,7,276,4,0,1,0,0.9451612903225808,1,0,39.42857142857143,0.73,1,0,1,1,0.9435483870967742,1,0.083,1,0,0.99955552816391,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,4.026676177978516,Increases exit risk,2785.32,33423.84,0.75,25067.88,4010.86
12490,4,2,3,3,3,0.76,0.88,4,206,4,0,1,0,0.6179723502304147,0,0,51.5,0.12,0,0,1,1,0.5813917050691244,0,0.6688000000000001,0,0,0.4076173603534698,Moderate (25-50%),0,1,Q3 - Stable / High Performer,Standard / Balanced,time_spend_company,-1.029009461402893,Reduces exit risk,3914.28,46971.32,1.15,54017.02,5636.56
12491,4,2,3,3,2,0.53,0.56,4,281,6,0,1,0,0.7389400921658986,0,0,70.25,0.03,0,0,1,1,0.7096820276497696,0,0.2968,0,1,0.8181537389755249,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,risk_score_raw,0.8977729678153992,Increases exit risk,4582.69,54992.25,0.95,52242.64,6599.07
12492,4,2,2,3,2,0.39,0.51,2,151,3,0,1,0,0.3864055299539171,0,0,75.5,0.12,0,0,0,0,0.3599216589861751,0,0.1989,1,0,0.9958223104476928,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,is_project_extreme,2.0611014366149902,Increases exit risk,3708.71,44504.51,0.95,42279.28,5340.54
12493,4,2,3,5,1,0.11,0.83,6,244,4,0,1,0,0.8221198156682028,0,0,40.66666666666666,0.72,1,0,1,1,0.9026359447004608,0,0.0912999999999999,1,0,0.9979554414749146,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Unhappy Star,satisfaction_level,4.394096374511719,Increases exit risk,4047.47,48569.67,1.15,55855.12,5828.36
12494,10,2,3,2,1,0.1,0.94,6,309,4,0,1,0,0.926958525345622,1,0,51.5,0.84,1,0,1,1,0.9380875576036868,0,0.094,1,1,0.9998594522476196,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,3.868579149246216,Increases exit risk,5262.2,63146.45,1.15,72618.42,7577.57
12495,10,2,3,3,3,0.84,1.0,5,218,5,0,1,0,0.7087557603686636,0,0,43.6,0.16,0,0,1,1,0.5766267281105991,0,0.84,0,0,0.9935035109519958,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,time_spend_company,1.5646917819976809,Increases exit risk,5081.99,60983.83,1.15,70131.4,7318.06
12496,10,2,3,3,3,0.82,0.99,4,263,6,0,1,0,0.7099078341013825,0,0,65.75,0.17,0,0,1,1,0.5849723502304148,0,0.8118,0,0,0.9788445830345154,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.2871414422988892,Increases exit risk,5407.11,64885.3,1.15,74618.1,7786.24
12497,10,2,3,5,1,0.1,0.82,6,244,4,0,1,0,0.8221198156682028,0,0,40.66666666666666,0.72,1,0,1,1,0.9066359447004608,0,0.082,1,0,0.9981693029403688,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Unhappy Star,satisfaction_level,4.948020935058594,Increases exit risk,5042.11,60505.33,1.15,69581.13,7260.64
12498,10,2,3,2,2,0.59,0.49,7,263,4,0,1,0,0.9241935483870968,1,0,37.57142857142857,-0.0999999999999999,0,0,1,1,0.7412580645161291,0,0.2890999999999999,1,0,0.939119815826416,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Overworked (Burnout),number_project,2.899942398071289,Increases exit risk,5070.1,60841.19,0.95,57799.13,7300.94
12499,10,2,2,4,2,0.44,0.48,2,143,3,0,1,0,0.3735023041474654,0,1,71.5,0.0399999999999999,0,0,0,0,0.3360506912442396,0,0.2112,1,0,0.9962614178657532,Critical (75-100%),1,0,Q2 - High Risk / Standard Performer,Underutilised (Idle),is_project_extreme,2.0898184776306152,Increases exit risk,4586.55,55038.59,0.95,52286.66,6604.63
12500,10,2,3,3,3,0.89,0.95,2,181,5,0,1,0,0.4347926267281106,0,0,90.5,0.0599999999999999,0,0,1,1,0.4744377880184331,0,0.8454999999999999,1,0,0.6990910768508911,High (50-75%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,time_spend_company,1.0137544870376587,Increases exit risk,5260.61,63127.31,1.15,72596.41,7575.28
12501,10,2,3,3,3,0.91,0.84,5,265,5,0,1,0,0.7845622119815668,0,0,53.0,-0.07,0,0,1,1,0.57136866359447,0,0.7644,0,0,0.9865782856941224,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Standard / Balanced,risk_score_raw,1.677170991897583,Increases exit risk,5552.54,66630.44,1.15,76625.01,7995.65
12502,10,3,3,3,2,0.66,0.57,5,161,5,0,1,0,0.6168202764976959,0,0,32.2,-0.09,0,0,1,1,0.6210460829493087,0,0.3762,0,0,0.7430718541145325,High (50-75%),1,0,Q2 - High Risk / Standard Performer,Standard / Balanced,time_spend_company,1.1023503541946411,Increases exit risk,8458.38,101500.52,1.6,162400.83,12180.06
12503,10,1,3,2,1,0.11,0.87,7,282,5,0,1,0,0.9548387096774194,1,0,40.285714285714285,0.76,1,0,1,1,0.942451612903226,1,0.0957,1,1,0.9995256662368774,Critical (75-100%),1,1,Q1 - Critical Risk / High Performer,Overworked (Burnout),satisfaction_level,3.977329015731812,Increases exit risk,3816.87,45802.43,0.75,34351.82,5496.29
